tx_id	gene_name	1A_noDep	2A_noDep	1B_riboZero	2B_riboZero	1C_riboCop	2C_riboCop	1D_NEB	2D_NEB
ENST00000373187.5	PTPRT	0	0	0	0	0	0	0	1
ENST00000216144.3	CABP7	0	0	0	0	0	0	0	0
ENST00000255759.10	FOPNL	4	8	12	8	4	11	6	10
ENST00000379936.2	CNGA4	0	0	0	1	0	0	0	0
ENST00000409155.7	ALAD	8	2	3	5	2	9	4	5
ENST00000282026.1	ARL11	0	0	0	0	0	0	0	0
ENST00000301454.8	SLC25A23	1	2	2	6	1	3	0	1
ENST00000614616.4	CHD1	22	22	39	49	23	40	15	28
ENST00000259512.8	DERL1	11	9	27	43	14	27	15	16
ENST00000244217.5	MCEE	0	2	2	4	1	3	3	1
ENST00000395474.7	WDR6	22	47	84	105	32	85	42	36
ENST00000264866.8	TBC1D19	1	2	0	2	0	2	1	3
ENST00000373204.5	AGO1	2	2	8	7	7	7	2	4
ENST00000343381.10	ZNF669	0	0	1	1	2	3	2	3
ENST00000308342.6	SNX32	0	0	0	0	0	0	0	0
ENST00000358410.7	DNA2	9	7	16	35	4	14	11	12
ENST00000297534.6	FMC1	9	7	23	17	12	14	5	19
ENST00000373871.7	EYA3	9	5	14	12	8	13	3	12
ENST00000311364.8	RFESD	1	1	1	3	1	2	0	0
ENST00000614628.4	JADE3	5	6	12	10	2	3	5	7
ENST00000382097.3	C22orf42	0	0	0	0	0	0	0	0
ENST00000376300.6	CCDC93	2	7	8	19	6	7	3	6
ENST00000327367.8	SMAD3	4	2	2	6	1	7	0	3
ENST00000294889.5	C1orf115	1	3	1	0	2	3	1	0
ENST00000321348.8	CYBRD1	0	1	0	1	0	1	2	1
ENST00000341083.7	BEND7	0	3	3	1	1	1	1	0
ENST00000350697.7	SEC13	22	34	74	119	30	52	31	41
ENST00000438607.2	TMA7	12	12	17	40	12	32	6	1
ENST00000570156.6	OBSCN	0	0	1	2	0	1	2	1
ENST00000564996.5	KLHL36	1	0	5	7	1	4	1	1
ENST00000263341.6	IL1B	0	0	0	0	0	0	0	0
ENST00000471841.5	MFN1	12	14	32	45	13	24	20	21
ENST00000322002.4	SOX11	1	0	0	0	1	0	0	1
ENST00000368671.3	CLRN3	0	0	0	0	0	0	0	0
ENST00000341864.5	TAF9B	8	10	20	19	4	13	7	6
ENST00000356455.8	UBE2C	30	33	88	81	41	88	41	56
ENST00000221265.7	PAF1	13	21	45	41	18	35	11	20
ENST00000231228.2	IL12B	0	0	0	0	0	0	0	0
ENST00000233143.5	TMSB10	20	23	51	45	22	53	10	37
ENST00000428701.5	HLA-G	3	0	2	6	6	4	0	5
ENST00000304710.4	CST5	0	0	0	0	0	0	0	0
ENST00000432901.3	PET117	1	2	4	2	1	1	1	1
ENST00000454679.6	MALRD1	0	0	0	0	0	0	0	0
ENST00000283646.4	RPIA	5	6	15	18	6	9	4	5
ENST00000426005.6	TREML1	0	0	0	0	0	0	0	0
ENST00000313236.9	TMEM25	1	0	1	1	0	3	2	2
ENST00000383018.7	SNRNP25	4	3	3	3	9	7	3	5
ENST00000392982.7	VWA2	0	0	0	0	0	0	0	0
ENST00000374338.4	LDLRAP1	1	1	2	2	3	5	3	1
ENST00000426895.8	TTLL3	0	1	0	0	0	1	0	1
ENST00000610913.1	SSTR3	0	0	0	0	0	0	0	0
ENST00000367800.8	AHI1	0	1	5	10	3	8	2	3
ENST00000263381.11	WIZ	5	8	23	16	9	12	9	10
ENST00000230321.10	MDFI	0	0	0	0	0	0	0	0
ENST00000378763.1	FRG2	0	0	0	0	0	0	0	0
ENST00000326266.12	THOC6	7	12	26	25	6	17	5	9
ENST00000556489.3	PROX2	0	0	0	0	0	0	0	0
ENST00000435070.6	CPSF6	19	28	59	59	26	53	39	27
ENST00000328939.8	KCNIP1	0	0	0	0	0	0	0	0
ENST00000346436.10	CLCN6	1	3	2	2	3	2	1	1
ENST00000324238.6	CRLF3	6	3	13	19	6	12	4	4
ENST00000295709.7	STK36	4	0	12	6	3	3	3	2
ENST00000287600.8	PDE6D	4	0	2	8	1	9	3	1
ENST00000458128.2	PGAM4	38	39	105	113	45	77	46	55
ENST00000260682.6	CYP2C9	0	0	0	0	0	0	0	0
ENST00000552032.6	MYRFL	0	0	0	0	0	0	0	0
ENST00000220853.7	EMC2	6	9	26	23	7	28	4	7
ENST00000360171.10	CBWD3	6	4	9	8	4	7	5	2
ENST00000383814.7	IL17RE	0	0	0	0	0	0	0	0
ENST00000367265.7	KDM5B	14	17	37	43	13	36	7	23
ENST00000441310.6	PMS1	4	11	13	11	6	6	3	10
ENST00000404625.5	IL6	0	0	0	0	0	0	0	0
ENST00000321685.7	DNAJC4	1	1	3	5	0	2	1	0
ENST00000317811.5	FJX1	2	1	3	4	0	2	3	1
ENST00000321149.7	DNAAF4	0	0	4	2	1	1	0	1
ENST00000264848.9	C3orf52	1	1	6	5	2	3	2	6
ENST00000276533.3	GINS4	6	5	18	22	6	13	4	6
ENST00000523211.5	NKAIN3	0	0	0	0	0	0	0	0
ENST00000520547.3	EIF5AL1	72	91	223	241	93	158	71	96
ENST00000055682.10	NEXMIF	0	1	0	2	0	2	0	0
ENST00000368894.1	FAM24A	0	0	0	0	0	0	0	0
ENST00000478253.5	ABHD6	3	0	3	4	1	2	2	5
ENST00000611745.1	SRRM3	0	0	0	0	0	0	0	1
ENST00000455895.6	BSDC1	1	2	13	12	9	12	2	8
ENST00000394754.5	STON1-GTF2A1L	0	1	1	0	0	1	1	0
ENST00000553532.5	TIMELESS	22	24	39	68	30	34	26	26
ENST00000376694.8	TRIM15	0	0	0	0	0	0	0	0
ENST00000398214.5	CD200R1L	0	0	0	0	0	0	0	0
ENST00000310850.8	DTD2	2	3	4	3	2	2	3	0
ENST00000278409.1	OR5F1	0	0	0	0	0	0	0	0
ENST00000366672.4	GALNT2	22	16	44	53	17	31	9	17
ENST00000375616.5	XAGE1B	0	0	0	0	0	0	0	0
ENST00000312562.6	FOSL1	0	0	0	0	0	0	0	1
ENST00000245907.10	C3	0	0	0	0	0	0	0	0
ENST00000444870.6	SMIM1	0	2	0	1	0	0	0	0
ENST00000521764.2	NACA2	16	12	40	53	22	34	27	39
ENST00000393494.6	FOXP2	0	2	5	3	2	2	1	0
ENST00000276431.8	TNFRSF10B	3	8	11	16	8	5	3	8
ENST00000341919.7	NFIC	7	2	6	3	4	4	2	2
ENST00000334151.2	KRTAP19-5	0	0	0	0	0	0	0	0
ENST00000380943.6	ERBIN	14	9	24	32	14	23	8	19
ENST00000502732.5	ABL2	3	4	9	8	4	14	3	2
ENST00000264377.7	ADAM23	3	0	3	6	4	3	3	4
ENST00000358146.6	DMRT2	0	0	0	0	0	0	0	0
ENST00000228606.8	CYP27B1	0	0	0	0	1	0	0	0
ENST00000368093.3	SLAMF9	0	0	0	0	0	0	0	0
ENST00000593537.1	NTF4	0	0	0	0	0	0	0	0
ENST00000449076.5	TESPA1	0	0	0	0	0	0	0	0
ENST00000491306.5	RPL37A	123	173	384	481	183	348	187	272
ENST00000238788.13	TMEM214	9	12	27	36	15	28	6	10
ENST00000397771.6	ASCC2	12	13	32	26	7	27	7	13
ENST00000301180.9	DIP2B	13	10	28	17	9	21	7	19
ENST00000515030.5	ACSL1	2	4	18	20	7	13	4	3
ENST00000326183.3	OR4F4	0	0	0	0	0	0	0	0
ENST00000609812.5	LYPD4	0	0	0	0	0	0	0	0
ENST00000324941.4	VPS37D	0	0	1	2	0	0	0	0
ENST00000368530.6	TPM3	28	25	69	76	38	74	18	18
ENST00000536435.6	ZNF268	1	1	0	1	2	1	2	1
ENST00000335757.9	SLC44A2	3	7	4	11	2	11	4	1
ENST00000336375.9	ACPP	0	0	1	0	0	1	1	0
ENST00000358821.7	CNDP1	0	0	0	0	0	0	0	0
ENST00000419277.5	HLA-DPA1	3	3	3	4	1	1	2	3
ENST00000375835.8	SHC3	0	0	0	0	0	0	0	0
ENST00000356321.4	ZNF770	12	8	30	30	15	26	13	22
ENST00000442455.7	ZNF630	0	0	1	0	0	0	0	0
ENST00000531598.6	NPIPA3	0	0	0	0	0	0	0	0
ENST00000588735.2	GFAP	0	0	0	0	0	0	0	0
ENST00000367400.7	CRB1	0	0	0	0	0	0	0	0
ENST00000375663.7	VARS	47	47	121	119	50	92	43	57
ENST00000371372.5	CACNA1B	0	1	0	0	0	0	0	0
ENST00000216071.4	C22orf31	0	0	0	0	0	0	0	0
ENST00000379359.3	RGCC	0	0	1	1	0	2	3	2
ENST00000375708.3	ROR2	1	0	5	4	2	3	1	1
ENST00000450361.2	COMMD5	4	3	2	10	2	6	6	8
ENST00000309324.8	C19orf70	9	17	32	21	7	26	16	7
ENST00000269834.1	ZIM3	0	0	0	0	0	0	0	0
ENST00000421812.2	ZNF697	0	3	5	8	3	4	1	8
ENST00000293725.9	ZNF563	0	1	0	2	0	0	0	0
ENST00000311787.5	FAM170B	0	0	0	0	0	0	0	0
ENST00000370418.7	CPN1	0	0	0	0	0	0	0	0
ENST00000545947.5	DAG1	23	22	49	60	23	35	21	27
ENST00000222574.8	HBP1	1	2	3	10	2	6	1	8
ENST00000338179.6	LBR	48	60	143	172	54	105	47	89
ENST00000423484.2	ZNF736	1	3	1	2	1	2	1	1
ENST00000194130.6	SLC13A1	0	1	0	0	0	0	0	0
ENST00000372774.7	TCEAL6	0	1	1	1	0	0	0	0
ENST00000296015.8	TTC14	6	4	12	16	11	14	5	12
ENST00000303372.6	TCTN2	0	4	7	7	3	7	0	0
ENST00000371579.6	DPP7	0	0	0	0	0	0	0	0
ENST00000267102.12	LMBR1L	1	3	4	3	1	5	1	5
ENST00000342456.10	ALDH3B1	0	0	0	0	0	0	0	0
ENST00000449103.5	PLXNB2	9	12	25	23	13	20	11	13
ENST00000604629.5	UGT2A2	0	0	0	0	0	0	0	0
ENST00000436428.2	MSMP	0	0	0	0	0	0	0	0
ENST00000217909.7	SLC25A43	2	3	1	2	0	0	0	2
ENST00000334350.6	MT1F	1	1	0	1	1	2	0	0
ENST00000376352.6	STXBP4	5	7	11	15	7	5	8	6
ENST00000439958.7	CPSF7	11	9	30	41	18	29	14	14
ENST00000284000.8	CEBPG	0	5	9	19	3	4	3	5
ENST00000442682.6	TMEM213	0	0	0	0	0	0	0	0
ENST00000380097.7	TRIM6	2	0	4	2	0	0	0	1
ENST00000298585.2	ZMYND19	2	4	12	15	6	6	2	5
ENST00000294339.3	TAL1	0	1	1	0	0	1	0	0
ENST00000366974.8	TATDN3	2	5	7	16	7	5	2	3
ENST00000373605.7	MANBAL	2	2	2	3	5	2	5	0
ENST00000370563.3	CLCA4	0	0	0	0	0	0	0	0
ENST00000229812.7	STK38	3	9	16	16	4	4	3	3
ENST00000269394.3	ZNF750	0	0	0	0	0	0	0	0
ENST00000344895.3	TSLP	0	0	1	0	0	0	0	0
ENST00000299847.6	CHRFAM7A	0	0	3	0	0	0	0	0
ENST00000539644.5	ZNF664	5	4	12	15	3	9	5	7
ENST00000260818.10	DNAJC13	4	15	25	26	11	23	11	15
ENST00000331728.8	LIMK2	1	0	4	10	5	4	2	0
ENST00000486347.5	FAM122B	2	4	8	11	3	5	4	4
ENST00000311921.8	ZNF507	7	4	14	15	5	15	3	7
ENST00000533682.1	CLP1	6	11	15	17	8	13	10	11
ENST00000284320.5	TOMM70	31	25	72	86	38	67	26	32
ENST00000367139.7	RAB29	2	4	4	5	2	2	2	3
ENST00000380834.6	CENPO	5	3	12	17	3	10	2	14
ENST00000352665.9	CFAP52	0	0	0	0	0	0	0	0
ENST00000616305.1	CASTOR2	1	0	5	5	1	4	1	1
ENST00000374126.9	ZNF618	0	3	5	4	0	2	0	0
ENST00000267101.7	ERBB3	0	1	2	1	0	2	1	0
ENST00000272342.5	ETAA1	1	1	8	8	3	6	1	4
ENST00000309137.12	FAM192A	8	4	20	21	5	10	6	4
ENST00000309859.8	GGA2	14	22	61	44	21	31	21	33
ENST00000288022.1	PDF	5	4	10	15	1	13	5	2
ENST00000307526.3	CMTM8	0	3	3	4	2	2	4	2
ENST00000361952.4	ZNF830	2	3	8	1	6	4	2	1
ENST00000315869.7	TFE3	4	1	8	3	2	4	0	5
ENST00000358435.8	TOMM7	12	23	59	46	27	46	9	14
ENST00000217131.5	CTSZ	0	1	0	0	1	1	0	1
ENST00000367468.9	PTGS2	0	0	0	0	0	0	0	0
ENST00000350881.6	THBS4	1	1	0	0	0	1	0	0
ENST00000302445.7	KARS	45	46	122	138	47	79	52	67
ENST00000358465.6	TRIM33	13	11	32	32	16	23	4	27
ENST00000304519.9	C8orf74	0	0	0	0	0	0	0	0
ENST00000373586.1	EIF3I	58	78	196	265	100	143	79	98
ENST00000250018.6	TPH1	0	0	0	0	0	0	0	0
ENST00000368586.9	CFAP46	0	0	2	2	1	1	0	2
ENST00000368407.7	EFNA1	0	2	1	6	2	1	2	2
ENST00000399017.6	TTC3	3	4	14	20	6	17	7	12
ENST00000285697.8	C16orf87	2	1	4	8	4	6	0	5
ENST00000354828.7	GABPA	8	10	31	38	8	20	10	16
ENST00000615887.4	TAC3	0	0	0	0	0	0	0	0
ENST00000372617.4	GLRA4	0	0	0	0	0	0	0	0
ENST00000217159.5	SLCO4A1	2	1	6	12	0	5	1	4
ENST00000302451.8	PDILT	0	0	0	0	0	0	0	0
ENST00000369622.7	SYNCRIP	49	65	143	182	61	121	56	100
ENST00000265165.5	LEF1	5	5	7	13	5	10	3	5
ENST00000263334.9	PAX8	0	0	0	0	0	0	0	0
ENST00000398793.6	TOP3B	1	4	17	17	6	18	5	2
ENST00000373062.7	GNL2	24	27	74	94	28	63	27	32
ENST00000308659.12	BCL2L11	0	0	2	3	1	0	0	1
ENST00000329542.8	UNC5A	0	0	0	1	0	0	0	0
ENST00000370460.6	AFF2	2	7	5	4	4	9	2	6
ENST00000405640.1	RTL10	3	6	9	10	2	17	2	4
ENST00000373109.6	SPOCK2	0	0	0	0	0	0	0	0
ENST00000356026.9	MMP23B	0	0	0	0	0	0	0	0
ENST00000222345.10	SIPA1L3	5	5	8	9	5	6	3	2
ENST00000336418.8	AP3S2	2	6	9	13	2	8	2	8
ENST00000261377.10	REXO5	1	0	3	2	1	2	3	4
ENST00000641310.1	AP002512.4	0	0	0	0	0	0	0	0
ENST00000226319.10	JADE1	2	7	11	16	7	10	2	3
ENST00000335025.12	PPIL2	7	13	14	30	11	16	10	18
ENST00000291971.7	NLRP8	0	0	1	0	0	0	1	0
ENST00000367882.4	TCF21	0	0	0	0	0	0	0	0
ENST00000310032.12	TSPAN17	0	2	3	6	1	1	0	1
ENST00000370416.4	HSFX1	0	0	0	0	0	0	0	0
ENST00000610510.4	MYO15B	0	0	0	0	0	1	0	0
ENST00000343470.8	LYAR	10	20	44	46	16	31	8	12
ENST00000271375.6	SFT2D2	8	11	18	21	12	16	6	11
ENST00000268793.4	DPEP3	0	0	0	0	0	0	0	0
ENST00000331830.6	CNTN2	0	0	0	0	0	0	0	0
ENST00000263269.3	GRIN2D	0	0	2	3	1	3	2	1
ENST00000300086.4	TERF2IP	7	17	31	44	17	33	15	19
ENST00000375222.3	C20orf144	0	0	0	0	0	0	0	0
ENST00000456935.6	MAN2B1	5	14	14	24	12	12	6	12
ENST00000320256.5	ASPRV1	0	0	0	0	0	0	0	0
ENST00000338513.1	GJB5	0	0	0	0	0	0	0	0
ENST00000375880.6	AL662899.3	19	14	39	53	17	32	12	21
ENST00000282633.9	WASHC2A	4	13	25	22	5	19	7	16
ENST00000370225.3	ABCA4	0	0	0	0	0	0	0	0
ENST00000309794.15	NARF	5	8	16	20	6	12	2	11
ENST00000395762.6	IL4R	0	2	4	5	1	1	1	0
ENST00000285689.7	GRAMD2B	0	0	0	1	0	0	0	0
ENST00000290209.9	SLC12A6	6	0	8	9	2	6	0	5
ENST00000222753.5	HOXA13	12	8	20	24	8	13	7	4
ENST00000257572.5	HRK	0	0	0	1	0	0	0	0
ENST00000258098.6	RAB11FIP5	2	1	3	3	0	5	0	1
ENST00000255531.8	PCDH19	0	4	5	8	1	5	2	3
ENST00000265070.6	GOLPH3	6	6	22	19	13	20	2	5
ENST00000535373.5	ORC4	12	7	21	24	11	24	15	19
ENST00000445369.2	CLDN9	0	0	0	0	0	0	0	0
ENST00000620264.4	ANTXRL	0	0	0	0	0	0	0	0
ENST00000583313.6	RBM8A	31	33	88	113	45	71	15	39
ENST00000302326.4	MN1	2	1	2	6	2	1	0	2
ENST00000540757.6	DYRK4	3	4	11	7	6	9	5	4
ENST00000393760.5	ZDHHC16	4	3	9	4	4	4	3	4
ENST00000606162.5	FAM213A	1	3	9	8	1	13	2	2
ENST00000335624.4	VSIG10L	0	0	0	1	0	0	1	3
ENST00000166139.8	FSTL3	0	2	0	0	0	1	0	0
ENST00000373100.5	SGK2	0	0	0	1	1	0	0	0
ENST00000300060.6	ANPEP	0	1	0	0	0	0	0	0
ENST00000638394.1	PRICKLE2	0	1	0	1	0	1	0	0
ENST00000454498.6	CSGALNACT1	0	0	0	1	0	0	0	0
ENST00000259089.8	BLK	0	0	0	0	0	0	0	0
ENST00000370602.5	GOLGA7B	0	0	0	0	0	0	0	0
ENST00000343702.8	NTN4	0	0	0	2	2	2	0	1
ENST00000372583.5	HIVEP3	0	0	2	0	3	0	0	0
ENST00000319144.4	ALOX12B	0	0	0	1	0	0	0	0
ENST00000420922.6	FTCDNL1	0	0	0	0	0	0	0	0
ENST00000300056.7	PEX11A	2	1	3	6	1	1	2	0
ENST00000434748.2	FBRSL1	8	5	12	21	8	16	4	11
ENST00000377833.8	CUBN	0	0	0	0	0	0	0	0
ENST00000297977.9	HDX	0	1	2	2	0	1	0	1
ENST00000369503.8	SLC22A15	0	0	0	1	0	0	0	0
ENST00000510994.5	ANAPC13	2	1	7	16	5	5	4	0
ENST00000444376.7	HNRNPU	268	318	722	834	321	580	192	305
ENST00000374385.9	UQCC1	4	6	13	13	7	10	4	7
ENST00000376510.7	MSRB2	0	1	9	3	2	4	2	2
ENST00000262426.5	FOXF1	1	3	4	7	2	5	3	9
ENST00000476279.5	NDUFB2	13	22	43	47	15	33	23	32
ENST00000555265.5	CEP128	1	2	6	2	5	2	3	0
ENST00000369763.4	LRIF1	1	1	5	7	2	5	2	3
ENST00000378988.4	MAGEB2	2	4	2	4	3	2	3	1
ENST00000274364.10	IQGAP2	10	10	14	22	12	14	4	12
ENST00000216373.9	SOS2	1	1	10	5	3	4	2	2
ENST00000263202.14	UFD1	18	24	56	62	34	52	22	33
ENST00000321870.2	BHLHE22	0	0	0	0	0	0	0	0
ENST00000249066.10	APOL2	2	3	4	5	1	6	0	5
ENST00000511217.1	SH3RF2	0	1	0	0	2	0	0	0
ENST00000370952.3	LRRC40	8	5	30	43	9	15	11	17
ENST00000286234.5	DEPTOR	4	0	1	3	0	2	5	2
ENST00000374391.6	ALOX5	0	0	0	1	0	0	0	0
ENST00000512104.5	IQCH	0	0	0	0	0	0	0	0
ENST00000234256.3	SLC1A4	1	0	9	8	1	10	1	6
ENST00000269051.8	RHBDL3	0	1	1	1	0	0	0	2
ENST00000267199.8	VPS33A	16	17	52	53	16	40	8	26
ENST00000404568.3	DQX1	0	0	0	0	0	0	0	0
ENST00000279488.7	DUSP6	0	0	1	0	1	0	0	0
ENST00000397622.6	TMEM209	12	8	23	42	6	28	9	20
ENST00000341294.3	NANOS2	0	0	0	0	0	0	0	0
ENST00000295190.8	SLC16A14	0	0	3	1	1	1	1	1
ENST00000392806.3	TMEM119	0	0	0	0	0	0	0	0
ENST00000337002.8	SEC62	11	17	38	31	17	27	17	15
ENST00000339362.9	NEO1	15	8	26	30	19	28	15	21
ENST00000400331.9	MACC1	0	0	0	0	0	0	0	0
ENST00000232974.10	ZBTB47	2	0	3	1	1	1	0	2
ENST00000561754.2	AC010547.4	0	0	0	0	0	0	0	0
ENST00000395526.8	ASAH2	1	0	1	0	1	2	0	2
ENST00000305253.8	TUB	2	0	3	3	4	3	1	2
ENST00000618562.1	VEGFC	0	1	0	2	1	0	0	3
ENST00000188790.8	FAP	0	0	0	0	0	0	0	0
ENST00000522006.5	LAMA4	1	7	16	14	5	8	6	4
ENST00000416929.2	MAGEB6P1	0	1	0	0	0	0	0	0
ENST00000268712.7	NCOR1	13	11	27	46	10	28	12	18
ENST00000588460.5	MFSD11	2	5	11	10	2	6	2	1
ENST00000367225.6	RGS17	0	1	1	3	1	1	0	1
ENST00000355119.8	LIMS2	0	0	0	0	0	0	0	0
ENST00000573100.1	SMIM28	0	0	0	0	0	0	0	0
ENST00000450760.2	AC072022.1	0	0	0	0	0	0	0	0
ENST00000238647.4	IRF2BPL	7	12	15	7	6	10	3	6
ENST00000335288.4	ATP4B	0	0	0	0	0	0	0	0
ENST00000525778.5	SOGA3	0	1	2	2	0	1	1	1
ENST00000415949.5	SEC61G	15	19	35	63	11	38	18	29
ENST00000396904.2	RBAK-RBAKDN	0	0	1	1	1	1	0	0
ENST00000361518.9	ZNF511	2	5	5	12	3	9	1	1
ENST00000302017.3	ZNF467	0	0	0	1	0	0	0	1
ENST00000611638.4	ZCCHC18	0	0	2	0	1	2	0	0
ENST00000247003.8	DDX49	18	21	45	65	26	43	20	23
ENST00000334928.10	GGN	0	0	0	0	0	0	0	0
ENST00000528718.5	DGAT1	0	1	10	6	2	2	5	6
ENST00000003583.12	STPG1	0	2	3	3	0	1	0	1
ENST00000284262.2	JPH3	0	0	0	0	0	2	0	0
ENST00000571688.5	LITAF	6	2	6	8	4	7	4	10
ENST00000381356.8	ETFRF1	1	0	4	4	0	1	2	0
ENST00000370597.7	CRTAC1	0	0	0	0	0	0	0	1
ENST00000393132.2	BPGM	1	3	6	12	4	5	2	6
ENST00000264638.8	CNTNAP1	2	1	0	3	0	1	1	0
ENST00000245323.4	EFNB2	1	2	7	6	1	1	2	2
ENST00000205402.9	DLD	34	34	94	101	31	65	43	52
ENST00000259870.3	C6orf15	0	0	0	0	0	0	0	0
ENST00000640019.1	AC069544.2	2	2	6	8	3	7	1	1
ENST00000278379.7	SLC1A2	0	0	0	0	0	0	0	0
ENST00000359446.9	LDLRAD4	0	0	0	0	0	0	0	0
ENST00000400324.8	DIAPH3	12	11	21	29	13	17	12	8
ENST00000329196.6	SPPL2C	0	0	0	0	0	0	0	0
ENST00000381271.6	KLHL42	3	1	6	8	1	6	3	3
ENST00000358526.6	AKAP4	0	0	0	0	0	0	0	0
ENST00000264663.9	NNT	13	13	45	48	16	37	23	24
ENST00000242576.6	UNG	22	25	50	72	25	28	21	27
ENST00000423345.4	PRAM1	0	0	0	0	1	0	0	0
ENST00000372478.4	C9orf50	0	0	0	0	0	0	0	0
ENST00000587848.2	ANKRD62	0	0	0	0	0	0	0	0
ENST00000337425.9	SERPINA9	0	0	0	0	0	0	0	0
ENST00000319380.11	UBE2O	11	20	47	46	9	35	19	11
ENST00000371153.8	KANK4	0	0	0	0	0	0	0	0
ENST00000477737.5	VWA3B	0	0	0	0	0	0	0	0
ENST00000311131.6	P2RY2	0	0	0	1	0	1	0	0
ENST00000487099.6	NR6A1	2	1	2	2	2	0	3	0
ENST00000610212.2	AC116565.1	0	0	0	0	0	0	0	0
ENST00000262648.7	ANOS1	0	0	0	0	0	1	0	0
ENST00000437192.7	C16orf90	0	0	0	0	0	0	0	0
ENST00000403714.7	EFR3B	0	1	2	2	1	4	0	0
ENST00000341686.7	ACSM6	0	0	0	0	0	0	0	0
ENST00000273183.7	STAC	0	0	1	0	0	0	1	0
ENST00000288065.6	ARMC12	0	0	0	0	0	0	0	0
ENST00000239449.6	PCDHB14	0	1	0	0	0	0	0	0
ENST00000513874.5	IGSF22	0	0	1	0	0	0	0	0
ENST00000332411.2	KRT76	0	0	0	0	0	0	0	0
ENST00000403766.7	UBAC2	4	5	10	11	2	8	5	7
ENST00000378626.4	LGALS7	0	0	0	0	0	0	0	0
ENST00000312015.6	GOLGA6L2	0	0	0	0	0	0	0	0
ENST00000310758.8	ELMO1	0	1	1	1	0	0	0	0
ENST00000308919.11	CYP2W1	0	0	0	0	0	0	0	0
ENST00000389622.6	CRYBG3	4	2	10	8	10	9	6	6
ENST00000183605.9	CLDN18	0	0	0	0	0	0	0	0
ENST00000327939.4	ZAR1	0	0	0	0	0	0	0	0
ENST00000295057.3	LRRTM1	0	0	0	1	0	0	0	0
ENST00000354297.8	BPIFA1	0	0	0	0	0	0	0	0
ENST00000486333.1	CTAGE4	0	0	0	0	0	0	0	0
ENST00000299339.2	CLDN10	0	0	0	0	0	0	0	0
ENST00000361524.7	ZNF521	0	0	0	2	1	2	0	1
ENST00000281828.6	FARSB	27	31	79	87	34	68	46	43
ENST00000382844.1	GJB2	0	0	1	0	1	0	0	0
ENST00000368131.8	IFI16	0	0	1	0	0	0	1	0
ENST00000448984.1	TRIM49C	0	0	0	0	0	0	0	0
ENST00000376772.7	PPP1R11	0	6	9	11	3	5	2	1
ENST00000320901.3	OR4F21	0	0	0	0	0	0	0	0
ENST00000268876.9	UNC45B	0	0	0	0	0	0	0	0
ENST00000376943.7	ZNF182	1	1	9	7	2	2	2	3
ENST00000641470.1	OR6F1	0	0	0	0	0	0	0	0
ENST00000377716.6	SLC25A51	2	2	2	1	1	0	0	0
ENST00000381848.7	PLIN5	0	0	0	0	0	0	0	0
ENST00000361820.3	GRIN3A	0	0	1	0	0	0	0	0
ENST00000354611.8	TYW5	2	0	5	2	1	3	2	1
ENST00000623527.3	CDHR1	0	1	2	2	1	3	0	0
ENST00000549706.5	BEST2	1	0	0	0	0	0	0	0
ENST00000342483.5	ZNF79	3	1	0	2	2	1	1	0
ENST00000222812.7	STX1A	0	0	0	2	0	1	0	0
ENST00000369498.7	FUNDC2	6	12	25	30	19	32	10	7
ENST00000372904.7	TTPAL	1	2	8	7	2	5	3	4
ENST00000623476.2	FP565260.2	1	4	13	18	3	2	1	13
ENST00000257290.9	PDGFRA	0	0	0	2	0	2	0	0
ENST00000262577.5	ZC3H3	8	7	15	20	7	9	3	9
ENST00000231449.6	IL4	0	0	0	0	0	0	0	0
ENST00000592533.5	ZNF540	0	0	1	1	1	0	0	0
ENST00000375688.4	VWA7	0	0	0	0	0	0	0	0
ENST00000356261.3	LHX8	0	0	0	1	1	0	0	1
ENST00000272638.13	UBXN4	8	7	29	45	11	21	14	19
ENST00000259953.8	NRM	3	4	6	17	1	11	1	6
ENST00000320048.1	OR4X1	0	0	0	0	0	0	0	0
ENST00000542198.2	C11orf97	0	0	0	0	0	0	0	0
ENST00000373289.3	TTC16	0	0	0	0	0	0	0	0
ENST00000393208.6	BANP	2	1	5	6	1	4	1	3
ENST00000329434.2	OR5P2	0	0	0	0	0	0	0	0
ENST00000368614.7	LRRC27	0	0	0	0	0	0	0	0
ENST00000457091.2	GRID2IP	0	0	0	0	0	0	0	1
ENST00000292599.3	MAML1	8	6	22	22	7	20	8	10
ENST00000276449.8	STAR	0	0	0	0	0	0	0	0
ENST00000523207.1	KCNB2	0	0	1	0	0	1	0	0
ENST00000368932.5	CDC40	9	6	24	23	10	13	10	11
ENST00000231338.7	C1QTNF3	0	0	0	0	0	0	0	0
ENST00000394573.5	SLC28A1	0	0	0	0	0	0	0	0
ENST00000262094.9	RAB27B	0	0	0	0	0	0	0	0
ENST00000262043.7	PHF3	13	15	36	58	12	24	14	22
ENST00000368908.9	LYSMD1	2	2	1	3	0	1	0	1
ENST00000282670.6	TCTEX1D1	0	0	0	0	0	0	0	0
ENST00000259396.8	ORM1	0	0	0	0	0	0	0	0
ENST00000464300.6	PARP15	0	0	0	0	0	0	0	0
ENST00000256953.6	RERG	0	1	2	0	0	0	1	0
ENST00000423312.6	KIF26A	7	6	10	15	2	7	5	1
ENST00000282356.8	CAMK4	0	1	4	6	0	1	2	2
ENST00000276390.6	ATP6V1B2	8	13	35	43	13	23	13	18
