tx_id	gene_name	NEBNext_20_34	undepleted_20_34	NEBNext_20_60	undepleted_20_60
ENST00000320954.10	CRTAP	19	5	5	0
ENST00000361567.2	MT-ND5	1711	490	701	136
ENST00000355235.7	TBC1D9B	4	1	4	0
ENST00000251472.8	MAST1	3	1	1	0
ENST00000309546.7	LIME1	0	0	0	0
ENST00000577790.1	AC005726.2	0	0	0	0
ENST00000550697.5	MYL6	141	61	68	14
ENST00000352371.5	APOL4	0	2	2	0
ENST00000314340.9	AGTRAP	19	9	10	4
ENST00000311737.11	PRSS1	10	3	3	1
ENST00000258411.7	WNT10A	0	0	0	0
ENST00000400249.6	DEPDC5	4	0	3	0
ENST00000415258.5	LARS2	30	18	10	0
ENST00000369076.7	ATG5	15	7	10	3
ENST00000376468.3	NPPB	0	0	0	0
ENST00000510882.3	HDGFL1	0	0	0	0
ENST00000257177.8	ZCCHC11	20	3	8	1
ENST00000003084.10	CFTR	0	0	0	0
ENST00000495273.5	ROBO1	0	0	0	0
ENST00000391355.1	KRTAP9-6	0	0	0	0
ENST00000315330.8	CLEC1A	0	0	0	0
ENST00000366903.7	HLX	0	0	0	0
ENST00000268797.11	GFOD2	4	1	0	0
ENST00000604011.5	RNF103-CHMP3	6	5	1	2
ENST00000426426.2	TMEM233	0	0	0	0
ENST00000358951.6	RAB3GAP2	32	21	19	4
ENST00000305494.5	TMEM135	33	6	17	3
ENST00000399395.7	SDR39U1	4	1	1	0
ENST00000250373.8	NFATC4	1	0	0	0
ENST00000581164.1	PPIAL4E	77	16	18	3
ENST00000267889.4	DISP2	0	1	1	0
ENST00000060969.5	SIKE1	12	10	7	3
ENST00000299529.6	CRABP1	0	0	0	0
ENST00000264012.8	CDH3	0	0	0	0
ENST00000560079.6	ZNF592	14	3	5	1
ENST00000612661.1	MARCKS	0	0	0	0
ENST00000228682.6	GLI1	0	0	2	0
ENST00000296271.3	RHO	0	0	0	0
ENST00000306378.10	BPTF	17	13	14	2
ENST00000573521.1	PCDHGA9	0	0	0	0
ENST00000264992.7	ASTE1	4	0	4	0
ENST00000333762.5	H1FX	96	25	34	9
ENST00000610897.4	GNB1	125	23	56	4
ENST00000264028.4	ARCN1	65	40	27	10
ENST00000341418.9	SKOR1	0	0	0	0
ENST00000366882.5	PDE10A	0	0	0	0
ENST00000370905.3	KLHL31	0	0	0	0
ENST00000245157.9	BBS2	5	0	1	0
ENST00000282588.6	ITGA1	0	0	0	0
ENST00000401867.5	P4HA2	12	7	8	2
ENST00000618855.4	TMPRSS4	1	0	0	1
ENST00000290216.13	SCRN2	3	2	0	0
ENST00000419869.6	STRAP	63	41	33	11
ENST00000434178.6	MGLL	0	0	0	0
ENST00000282869.10	ZNF117	0	0	0	1
ENST00000303400.8	MAEA	38	10	10	3
ENST00000268099.13	SCAMP2	48	18	25	2
ENST00000261435.10	N4BP2	5	1	2	2
ENST00000540288.5	PLCB3	18	11	5	1
ENST00000257863.8	AMHR2	1	1	2	0
ENST00000367167.4	TMEM81	0	0	0	0
ENST00000374736.7	ABCA1	1	0	0	0
ENST00000251646.7	KRT33B	0	0	0	0
ENST00000332859.10	SUMO3	9	5	5	1
ENST00000064780.6	RELT	6	1	4	1
ENST00000456080.5	IQCF3	0	0	0	0
ENST00000303212.2	NRTN	0	0	0	0
ENST00000332397.6	SPDYE3	0	0	0	0
ENST00000544612.5	ANKRD49	0	1	0	0
ENST00000246151.8	PITHD1	29	12	15	1
ENST00000253699.7	RBSN	1	0	0	0
ENST00000261978.8	LTBP2	0	0	0	0
ENST00000374825.8	BRD2	13	17	18	3
ENST00000322139.4	FAM133A	0	0	0	0
ENST00000443173.5	ERVMER34-1	0	0	0	0
ENST00000345080.4	LIN28B	22	7	12	0
ENST00000424479.6	PLPP5	0	0	0	0
ENST00000319121.3	KLHL11	25	5	8	4
ENST00000229135.3	IFNG	0	0	0	0
ENST00000310160.7	FUT1	0	0	0	0
ENST00000262093.9	FECH	17	19	7	6
ENST00000268533.9	NUDT7	1	0	0	0
ENST00000395176.2	DNAJC30	4	3	5	0
ENST00000373912.7	RPA2	106	52	44	14
ENST00000440314.6	CRACR2A	0	1	3	0
ENST00000378442.5	CDNF	0	0	0	0
ENST00000252992.8	CEP85	55	32	25	5
ENST00000429565.4	ZNF735	0	0	1	0
ENST00000260126.8	SLCO5A1	0	0	0	0
ENST00000376296.3	MUC21	0	0	0	0
ENST00000438700.7	PTCHD3	0	0	0	0
ENST00000514213.6	USO1	27	19	14	4
ENST00000382932.2	SLC7A4	0	0	0	0
ENST00000381894.3	TMEM74B	1	2	1	0
ENST00000270235.8	NTN5	0	0	0	0
ENST00000305444.2	OR7G3	0	0	0	0
ENST00000274457.4	FEM1C	6	0	0	1
ENST00000389420.7	ADAMTS20	0	0	1	0
ENST00000394170.6	ZKSCAN5	3	2	3	1
ENST00000242315.3	PHF24	0	0	0	0
ENST00000409990.7	WDSUB1	12	6	7	0
ENST00000333149.6	TRIM50	0	0	0	0
ENST00000373456.11	RNF19B	4	2	4	0
ENST00000641220.1	OR2T33	0	0	0	0
ENST00000403263.5	INO80D	2	2	1	0
ENST00000308370.11	LTBP4	13	8	8	1
ENST00000317037.2	OR52N2	0	0	0	0
ENST00000313608.12	MRPS23	49	34	21	9
ENST00000264228.8	SRD5A3	3	3	7	0
ENST00000263642.2	IFIH1	0	0	0	0
ENST00000377574.5	SLC22A12	0	0	0	0
ENST00000369603.9	SMNDC1	25	12	14	3
ENST00000330055.6	ADRA2C	0	0	0	0
ENST00000371621.4	PTPN1	31	9	20	8
ENST00000336430.11	ACOT9	17	6	14	1
ENST00000339133.5	NANOS3	0	0	0	0
ENST00000524717.5	MAML2	3	1	0	2
ENST00000521545.6	LAPTM4B	124	57	41	19
ENST00000315576.7	ADGRE2	18	6	2	3
ENST00000340852.9	HM13	112	30	55	5
ENST00000395472.2	SOCS4	0	1	2	0
ENST00000309048.7	CENPS	2	2	0	0
ENST00000372586.3	DOLK	16	5	7	0
ENST00000263665.6	CNTN3	0	0	0	0
ENST00000360839.6	ANKHD1	25	18	11	7
ENST00000376083.7	AGTPBP1	3	2	1	0
ENST00000355281.2	OR2L5	0	0	0	0
ENST00000567435.5	UBL7	46	10	15	2
ENST00000037502.10	MYOC	0	0	0	0
ENST00000340369.3	XIRP1	0	0	0	0
ENST00000330862.3	TMEM89	0	0	0	0
ENST00000308831.6	RHOD	0	0	0	0
ENST00000378654.8	SUCLA2	32	14	17	6
ENST00000378149.7	PGA4	0	0	0	0
ENST00000380342.3	TMEM27	0	0	0	0
ENST00000399334.7	CEP152	21	8	10	3
ENST00000598239.5	KLK15	0	0	0	0
ENST00000258214.2	CCDC102A	0	0	0	0
ENST00000355295.4	TDRD7	1	2	4	4
ENST00000257347.8	CARS2	10	6	3	0
ENST00000307771.7	ZRSR2	1	3	0	1
ENST00000332349.4	JRKL	1	4	5	0
ENST00000368898.7	FAM24B	0	0	0	0
ENST00000340578.10	RANBP3	14	10	7	4
ENST00000321301.6	TOMM5	30	12	4	4
ENST00000256362.4	VRTN	0	1	0	0
ENST00000397061.3	NUDT19	12	2	12	1
ENST00000205214.10	AASDH	3	1	4	1
ENST00000216727.8	PABPN1	46	41	31	14
ENST00000548553.1	METTL7A	13	3	2	1
ENST00000236938.10	FCRLA	0	0	0	0
ENST00000255189.7	DMGDH	0	0	0	0
ENST00000316752.10	PUS10	4	0	1	0
ENST00000333432.8	POLR2J2	10	2	0	3
ENST00000293829.8	FGF11	0	0	0	0
ENST00000295491.8	MRPS18C	44	20	10	6
ENST00000394264.5	FAM122A	4	3	4	0
ENST00000456015.6	SLC30A8	0	0	0	0
ENST00000341369.11	PTMA	206	192	144	51
ENST00000261674.8	SFSWAP	27	10	13	2
ENST00000382438.5	NKX3-2	0	0	0	0
ENST00000298386.6	RXFP2	0	0	0	0
ENST00000238831.8	YIPF4	54	12	24	4
ENST00000321949.12	CRTC1	1	0	0	0
ENST00000303728.5	PRY	0	0	0	0
ENST00000308647.7	ATAD3B	69	14	27	2
ENST00000373709.7	SERINC2	0	1	0	0
ENST00000358897.8	FHAD1	0	0	1	0
ENST00000574641.1	OCLM	0	0	0	0
ENST00000324774.9	CAMKK2	2	1	1	0
ENST00000263915.7	GRB14	0	0	0	0
ENST00000575882.5	TOM1L1	22	6	7	1
ENST00000302681.2	OR2K2	0	0	0	0
ENST00000257905.12	PPP1R1A	0	0	0	0
ENST00000499536.2	PRR19	0	0	0	0
ENST00000279028.2	OCSTAMP	0	0	0	0
ENST00000607355.2	HIST2H2AA4	684	218	283	68
ENST00000268717.9	COPS3	48	30	34	4
ENST00000312423.2	SWSAP1	3	2	4	0
ENST00000236980.10	FASTKD2	24	8	11	3
ENST00000285419.7	TMEM55A	3	1	2	0
ENST00000253079.10	CCDC62	0	0	0	0
ENST00000369534.7	MPP1	127	68	70	17
ENST00000383812.8	IL17RC	3	1	1	1
ENST00000602404.5	NDUFA6	50	28	33	7
ENST00000238618.7	ACYP1	7	4	1	0
ENST00000454449.2	ETV3L	0	0	0	0
ENST00000371205.4	ENTPD1	0	0	0	0
ENST00000321153.8	RPLP2	818	217	312	53
ENST00000455809.5	TAMM41	11	6	8	2
ENST00000617991.4	RAB7B	0	0	0	0
ENST00000262126.8	ANKRD12	7	3	3	1
ENST00000268182.9	IQGAP1	1	2	1	0
ENST00000369303.8	EPHA7	0	0	0	0
ENST00000222399.10	LAMB1	10	6	5	1
ENST00000475390.1	SLITRK3	0	0	0	0
ENST00000366653.5	TRIM67	0	0	0	0
ENST00000396659.7	GATM	0	0	0	0
ENST00000316491.13	ZNF720	1	1	1	0
ENST00000622138.4	TRIM49B	0	0	0	0
ENST00000221538.7	RSPH6A	0	0	0	0
ENST00000381946.4	ATP12A	0	0	0	0
ENST00000553530.5	RGS6	0	0	0	0
ENST00000448456.3	CGB8	0	0	0	0
ENST00000581287.5	SLC16A3	3	3	3	0
ENST00000368081.8	ATP1A4	1	0	0	0
ENST00000379554.7	INSC	0	0	0	0
ENST00000506382.2	AC187653.1	0	0	0	0
ENST00000262510.10	NLRC5	0	0	0	0
ENST00000405679.3	GAGE12D	42	26	20	5
ENST00000259881.9	PSORS1C1	0	0	0	0
ENST00000221730.7	EPHX3	0	0	0	0
ENST00000228837.2	FGF6	0	0	0	0
ENST00000259895.8	GTF2H4	52	12	10	2
ENST00000334994.5	LRRC70	0	0	0	0
ENST00000261654.9	ADGRD1	6	2	0	1
ENST00000371561.7	GRIN1	0	0	1	0
ENST00000333337.3	OLIG2	0	0	0	0
ENST00000326306.4	CCR8	0	0	0	0
ENST00000292401.8	AZGP1	0	0	0	0
ENST00000447110.5	PIK3R5	0	0	0	0
ENST00000306562.7	ZNF672	2	3	2	0
ENST00000311672.9	UQCRH	173	82	75	21
ENST00000302165.4	IRF2BP1	41	12	11	1
ENST00000215793.12	SF3A1	75	46	53	15
ENST00000397326.6	MB	0	0	0	0
ENST00000326495.9	SSH1	0	1	0	0
ENST00000620804.1	RIMBP3B	0	0	0	0
ENST00000375706.6	CARD16	0	0	0	0
ENST00000288111.11	DHRS1	9	1	1	2
ENST00000487270.5	RAD51B	1	2	1	0
ENST00000299642.8	CLEC3A	0	0	0	0
ENST00000640129.1	AC092821.1	0	0	0	0
ENST00000398022.6	TM9SF4	28	10	13	1
ENST00000269973.9	ZNF45	2	0	0	0
ENST00000264613.10	CP	0	0	1	0
ENST00000641760.1	OR4P4	0	0	0	0
ENST00000251076.9	DMXL2	12	6	4	1
ENST00000293831.12	EIF4A1	458	329	318	62
ENST00000281938.6	HSPB8	0	0	0	0
ENST00000392870.2	GRK5	0	0	0	0
ENST00000409149.7	SLC38A11	0	0	0	0
ENST00000263816.7	LRP2	1	0	0	0
ENST00000264951.8	XRN1	26	5	8	1
ENST00000641569.1	OR6C4	0	0	0	0
ENST00000376488.7	OTUD5	73	32	23	1
ENST00000262659.12	CCM2L	0	0	0	0
ENST00000262895.7	GRIK5	0	0	1	0
ENST00000441885.7	SHISA6	0	0	0	0
ENST00000262457.6	INVS	2	0	1	1
ENST00000551295.6	CNTN1	0	0	0	0
ENST00000394391.8	CIAPIN1	41	30	27	10
ENST00000371370.7	LRRC42	27	11	9	1
ENST00000327582.5	OXCT2	0	0	0	0
ENST00000296003.8	MTMR14	27	5	7	1
ENST00000300289.9	PDIA3	227	111	110	20
ENST00000331437.3	TMEM121B	0	0	0	0
ENST00000613773.4	FAM170A	0	0	0	0
ENST00000594051.5	ZBTB45	6	3	9	1
ENST00000325303.8	CDK20	0	0	0	0
ENST00000196489.3	ZNF416	0	2	0	1
ENST00000351111.6	MRPL10	36	18	11	5
ENST00000305202.8	NECAB2	0	0	0	0
ENST00000326669.5	SUMO4	5	0	2	1
ENST00000274276.7	OSMR	0	0	0	0
ENST00000256646.6	NOTCH2	0	1	0	0
ENST00000495027.5	DNAH12	0	0	0	0
ENST00000429260.6	C9orf116	1	0	0	0
ENST00000228827.7	GPN3	33	17	10	3
ENST00000396147.5	ZNF418	0	1	0	0
ENST00000336314.8	LARP1	71	31	29	7
ENST00000543262.5	ME3	0	0	0	0
ENST00000509910.1	ATG12	15	6	9	4
ENST00000318249.9	NBPF3	0	0	0	0
ENST00000334077.5	TAL2	0	0	0	1
ENST00000372025.4	TMEM69	39	14	18	6
ENST00000369847.3	PCGF6	16	5	4	3
ENST00000377173.4	OR2B3	0	0	0	0
ENST00000623603.3	FCGR1B	0	0	0	0
ENST00000219069.5	ZNF263	1	1	3	0
ENST00000419673.6	ARHGAP28	1	0	0	0
ENST00000280557.10	DENR	44	12	17	3
ENST00000614971.4	LTN1	32	13	25	5
ENST00000440232.6	POLD1	64	34	38	11
ENST00000266560.7	RBP5	0	1	3	0
ENST00000348616.8	CDH26	0	0	0	0
ENST00000355468.7	P3H4	0	1	1	0
ENST00000284486.8	FAM167A	0	0	0	0
ENST00000308009.5	SLC16A11	0	0	0	0
ENST00000563468.5	GSPT1	75	54	38	9
ENST00000483725.7	KIAA0408	0	0	0	0
ENST00000370220.1	LZTS2	16	8	5	2
ENST00000618852.4	WASF2	64	34	30	10
ENST00000375571.5	MAPRE1	132	63	39	12
ENST00000602117.1	MARCH2	0	0	0	0
ENST00000583535.5	MYH3	0	0	0	0
ENST00000309395.6	MOB1B	14	4	6	0
ENST00000378075.3	LRRC10B	0	0	0	0
ENST00000589717.1	ZNF253	0	1	0	1
ENST00000596731.5	WDR83OS	27	17	11	5
ENST00000530758.1	BRK1	24	11	9	5
ENST00000412356.5	ICAM2	15	10	4	0
ENST00000370664.3	UBTD1	0	0	1	0
ENST00000329967.10	SIVA1	13	9	4	1
ENST00000216277.12	PAPOLA	36	15	11	4
ENST00000419091.6	RCOR3	10	7	0	0
ENST00000325327.3	LMNB2	55	33	36	4
ENST00000372484.7	CTSA	50	10	13	3
ENST00000641364.1	OR6C3	0	0	0	0
ENST00000426836.5	DSN1	20	6	10	3
ENST00000373284.9	TOR2A	11	4	1	0
ENST00000585934.1	TRAPPC6A	11	6	4	1
ENST00000267103.9	C12orf10	0	0	0	0
ENST00000308595.9	GRK2	23	12	13	1
ENST00000373064.9	SLC25A25	4	4	5	2
ENST00000329722.7	C6orf58	0	0	0	0
ENST00000313093.6	ARHGAP45	13	3	2	1
ENST00000262259.6	ZNF175	8	7	5	0
ENST00000544708.2	PPIAL4D	74	14	19	5
ENST00000636217.1	PRSS51	0	0	0	0
ENST00000264434.6	C2orf42	0	1	0	0
ENST00000442111.6	GLT1D1	0	0	0	0
ENST00000403906.7	ZNF610	0	0	0	0
ENST00000210187.10	RAB26	1	0	0	0
ENST00000367137.3	SLC41A1	0	1	0	0
ENST00000330181.9	SLX1B	8	8	5	1
ENST00000375353.4	TMEM255B	0	0	0	0
ENST00000362002.2	ASB12	0	0	0	0
ENST00000374541.3	PTPN3	0	0	0	0
ENST00000391812.5	C19orf48	1	0	0	0
ENST00000312960.3	SIAH2	2	1	2	0
ENST00000265512.11	ADH4	0	0	0	0
ENST00000367396.7	DENND1B	1	0	0	0
ENST00000454652.6	KLHL24	4	1	1	0
ENST00000369405.7	ZDHHC6	2	0	1	0
ENST00000312251.7	NAGPA	4	3	0	0
ENST00000300811.7	ZNF428	7	3	4	3
ENST00000222271.6	COMP	0	0	0	0
ENST00000377595.7	UCHL3	21	13	14	1
ENST00000316193.12	CSH1	0	0	0	0
ENST00000286186.10	CASP10	11	6	6	0
ENST00000278919.7	FEZ1	0	0	1	0
ENST00000325719.4	OR52K2	0	0	0	0
ENST00000295448.7	GNPDA2	8	1	3	1
ENST00000360003.7	MCMBP	23	12	15	1
ENST00000320301.10	PCDH15	0	0	0	0
ENST00000376215.9	PDSS1	22	11	5	2
ENST00000263331.9	POLR1B	30	6	17	4
ENST00000260641.9	ACTR2	181	73	77	21
ENST00000377577.9	DNAJC11	62	30	34	9
ENST00000328945.6	SDR42E1	0	0	0	0
ENST00000261712.7	PSMD11	138	45	69	13
ENST00000328381.9	RNF135	0	0	0	0
ENST00000288607.2	PSMG3	10	5	5	0
ENST00000257570.9	OASL	0	0	0	0
ENST00000546463.5	PCBP2	315	118	116	30
ENST00000256996.8	DDB2	2	4	2	0
ENST00000263368.8	BLVRB	121	71	60	17
ENST00000268679.8	CBFA2T3	57	30	35	10
ENST00000323929.7	MRE11	38	19	13	6
ENST00000343483.6	HOXA9	0	0	0	0
ENST00000303296.8	HIPK3	2	6	3	1
ENST00000375882.6	CSNK2B	288	85	141	20
ENST00000340001.8	ABCA9	0	0	0	0
ENST00000450525.6	THRA	2	2	0	2
ENST00000304283.8	ANKS3	5	0	3	0
ENST00000344774.5	FAM166A	0	0	0	0
ENST00000313599.7	CD163L1	0	0	0	0
ENST00000506538.6	WDR36	69	34	38	8
ENST00000366835.7	TMEM63A	30	12	10	0
ENST00000583195.2	LINC00672	0	0	0	0
ENST00000375006.7	PFKFB1	0	0	0	0
ENST00000321196.7	TMTC2	0	0	0	0
ENST00000419445.5	PGGT1B	11	5	5	1
ENST00000290846.8	TRMU	9	7	3	1
ENST00000304062.10	CPLX1	0	1	0	1
ENST00000638572.1	ST3GAL5	2	0	0	0
ENST00000233468.4	SF3B6	72	30	31	9
ENST00000434758.6	C11orf70	0	0	0	0
ENST00000269142.9	TAF4B	2	0	1	1
ENST00000254579.10	DNHD1	0	0	0	0
ENST00000529411.1	AP000781.2	14	1	7	0
ENST00000443124.5	EPB41L5	5	2	2	1
ENST00000327809.4	FFAR3	0	0	0	0
ENST00000361421.1	TOX	5	3	2	0
ENST00000354475.4	WDR91	12	2	5	1
ENST00000221855.7	TBCB	11	8	9	2
ENST00000325110.10	HMGCS1	210	91	78	26
ENST00000339364.9	PIK3AP1	0	0	1	0
ENST00000370649.3	AL355315.1	7	4	4	0
ENST00000246104.6	SCRT2	1	0	0	0
ENST00000394835.7	EFCAB5	0	0	0	0
ENST00000382771.8	SERPINB5	0	0	0	0
ENST00000375599.7	RSG1	1	2	2	0
ENST00000373552.8	NGEF	1	0	0	0
ENST00000359846.6	NT5C1B	0	0	0	0
ENST00000537328.5	TMEM258	19	26	17	5
ENST00000317615.10	PSMG2	65	29	26	6
ENST00000512097.7	KCNN2	0	0	0	0
ENST00000368821.3	TEX36	0	0	0	0
ENST00000407479.5	DNASE1	0	0	0	0
ENST00000225665.11	SLC25A11	19	7	10	1
ENST00000239462.8	TNN	0	0	0	0
ENST00000555661.5	PTGR2	5	3	3	0
ENST00000330807.9	ALAS2	4	3	1	1
ENST00000256079.8	IPO8	34	13	10	1
ENST00000258886.12	IREB2	31	13	23	0
ENST00000271643.8	ADAMTSL4	35	20	29	5
ENST00000260197.11	SORL1	0	0	0	0
ENST00000256429.7	MBD2	13	3	4	0
ENST00000393437.7	LONRF2	13	1	7	2
ENST00000335119.3	CCIN	0	0	0	0
ENST00000436072.6	SFRP4	0	0	0	0
ENST00000370759.3	GIPC2	0	0	0	0
ENST00000227474.7	PUS3	9	11	8	1
ENST00000474844.5	NSUN4	16	14	10	2
ENST00000263275.4	OPA3	13	2	4	3
ENST00000378538.7	SPI1	12	7	6	0
ENST00000294818.1	LRRC52	0	0	0	0
ENST00000220876.11	STMN2	0	0	0	0
ENST00000536814.1	ITPRIPL1	2	0	0	2
ENST00000344683.9	MCPH1	12	11	7	0
ENST00000228506.7	MLEC	24	11	11	3
ENST00000641515.1	OR4F5	0	0	0	0
ENST00000498139.6	ARTN	0	0	0	0
ENST00000457416.6	FGFR2	0	0	0	0
ENST00000350721.8	ATR	9	1	7	1
ENST00000262428.4	COTL1	31	21	15	4
ENST00000316386.10	ICOS	0	0	0	0
ENST00000327757.9	PLB1	0	0	0	0
ENST00000373548.7	HDAC1	151	72	49	12
ENST00000519728.5	LYN	35	17	17	5
ENST00000559228.5	MINDY2	6	3	2	0
ENST00000439040.5	ATP13A3	31	14	14	5
ENST00000621999.4	SCAMP1	11	2	5	0
ENST00000596148.2	TRAPPC5	9	6	2	1
ENST00000265404.6	STAP1	0	0	0	0
ENST00000260276.7	C11orf1	8	3	6	0
ENST00000367739.8	IFNGR1	15	6	3	2
ENST00000358544.6	VPS13B	7	5	7	1
ENST00000325203.9	ANGPT2	0	0	0	0
ENST00000260327.8	CTDSPL2	8	8	6	1
ENST00000234827.5	TCEANC2	2	2	0	0
ENST00000382100.7	VLDLR	0	0	0	0
ENST00000367244.7	VIP	0	0	0	0
ENST00000616524.4	PHOSPHO2	0	0	0	0
ENST00000278222.6	SAA4	0	0	0	0
ENST00000354283.8	DDX46	78	45	55	9
ENST00000043402.7	RTN4R	0	0	0	0
ENST00000302503.7	MTCH2	148	48	69	7
ENST00000261609.11	HERC2	64	23	22	5
ENST00000368765.3	SMCP	0	0	0	0
ENST00000371317.9	MCTS1	89	24	25	4
ENST00000369367.7	SCAF11	36	18	19	5
ENST00000211076.4	TPSD1	0	0	0	0
ENST00000307886.7	CTSW	0	0	0	0
ENST00000298281.8	PCF11	22	11	9	4
ENST00000313519.9	SUV39H2	12	5	7	0
ENST00000541212.5	PSMD9	28	4	15	4
ENST00000409083.7	LRRC75A	0	0	0	0
ENST00000277458.4	ASB6	4	3	1	0
ENST00000472837.5	GTF2IRD2B	0	1	1	0
ENST00000400419.1	SMIM2	0	0	0	0
ENST00000328540.7	BRICD5	0	0	0	0
ENST00000305783.12	RNFT1	8	2	2	0
ENST00000251101.11	ENOSF1	11	4	9	1
ENST00000618305.1	HIST1H4L	18	5	6	1
ENST00000418596.7	FAM126B	5	4	2	0
ENST00000381623.3	SIRPD	0	0	0	0
ENST00000265723.8	ABCB4	0	0	0	0
ENST00000322348.5	GCNT4	0	0	0	0
ENST00000358808.6	CLIP1	3	1	4	1
ENST00000324444.7	SYNE4	0	0	0	0
ENST00000260210.4	BUD13	15	8	5	0
ENST00000317931.11	L3MBTL4	0	0	0	0
ENST00000521776.2	UTP14C	2	5	2	0
ENST00000239859.7	CCDC169	1	0	0	0
ENST00000394980.5	MMRN1	0	0	0	0
ENST00000301068.10	RHEBL1	2	1	0	0
ENST00000290472.3	PLA2G4D	0	0	0	0
ENST00000331434.6	C8orf33	20	14	9	2
ENST00000264463.8	CDH10	0	0	0	0
ENST00000272972.7	ANKMY1	0	1	0	0
ENST00000276185.8	FRMPD3	0	0	0	0
ENST00000192314.6	GAL3ST2	4	0	0	0
ENST00000303004.4	CEBPB	8	10	1	0
ENST00000315082.8	RHOT2	54	30	29	7
ENST00000278460.11	C11orf49	6	4	1	1
ENST00000268802.9	NOB1	63	35	21	8
ENST00000367034.4	MRPL18	60	22	23	12
ENST00000223369.2	YKT6	8	7	2	1
ENST00000357134.9	NELL1	0	0	0	0
ENST00000570495.5	ZFP90	0	0	0	0
ENST00000258169.8	MPHOSPH6	23	8	11	1
ENST00000358901.10	VCP	174	111	92	19
ENST00000330070.5	HOXB2	2	3	4	4
ENST00000374232.7	SNX30	2	1	1	0
ENST00000641926.1	OR51G2	0	0	0	0
ENST00000355105.7	GPBP1L1	14	1	1	1
ENST00000220812.2	DKK4	0	0	0	0
ENST00000264771.8	TMEM175	4	0	4	0
ENST00000370425.7	HFM1	2	0	0	0
ENST00000278353.9	HSD17B12	23	6	11	1
ENST00000553106.5	PAH	0	0	0	0
ENST00000367322.5	TNNT2	0	0	0	0
ENST00000308234.11	RGMB	0	0	0	0
ENST00000371785.5	MRPS2	54	31	16	8
ENST00000264716.8	FOSL2	1	2	1	0
ENST00000420911.2	CTAGE15	0	0	1	0
ENST00000632431.1	SLC52A3	0	0	0	0
ENST00000381718.7	NUP58	27	14	6	2
ENST00000260952.8	ASNSD1	12	2	11	1
ENST00000265354.5	SRF	13	4	5	1
ENST00000557649.5	C14orf180	0	0	0	0
ENST00000256951.9	EMP1	0	0	0	0
ENST00000400405.3	SIAH3	0	0	0	0
ENST00000327946.11	GRID1	0	0	0	0
ENST00000623806.3	MAGEA2	21	9	9	4
ENST00000288616.7	CABP1	0	0	0	0
ENST00000524669.5	YPEL4	0	0	0	0
ENST00000433395.6	AP000295.1	7	3	4	2
ENST00000194155.6	PCDHB2	0	0	0	0
ENST00000617380.1	PCDHGB5	0	0	1	0
ENST00000264926.6	RAD18	25	14	7	2
ENST00000366718.5	GUK1	14	3	4	2
ENST00000556994.5	SRP54	48	25	22	6
ENST00000515384.1	AMER2	0	0	0	0
ENST00000313871.8	AKAP17A	0	2	6	0
ENST00000389851.9	UVSSA	5	4	2	0
ENST00000231368.9	LNPEP	24	14	11	1
ENST00000376460.5	DOCK9	3	1	4	2
ENST00000360280.7	VPS13A	14	3	5	4
ENST00000371419.6	PFDN4	24	14	9	4
ENST00000316412.9	PRAMEF20	0	0	0	0
ENST00000261681.8	MPP5	2	3	2	0
ENST00000265909.8	SNX19	6	8	9	3
ENST00000389175.8	CCDC150	0	0	0	0
ENST00000290953.2	AGRP	0	0	0	0
ENST00000381722.1	GAGE12H	26	30	22	5
ENST00000295992.7	PCOLCE2	0	0	0	0
ENST00000314529.10	ZNF620	0	1	1	1
ENST00000217423.3	CST4	0	0	0	0
ENST00000439602.6	RPS18	1977	712	779	174
ENST00000332782.6	STAC3	0	2	0	0
ENST00000375949.4	CTRC	0	0	0	0
ENST00000421688.5	TMEM235	0	0	0	0
ENST00000320542.3	MBOAT4	0	0	0	0
ENST00000361462.6	TOGARAM1	0	0	0	0
ENST00000395686.7	ERO1A	16	7	20	2
ENST00000338372.6	VSTM1	0	0	0	0
ENST00000393959.5	GABRB2	0	0	0	0
ENST00000353533.9	MAP2K4	4	2	0	0
ENST00000398146.3	RGPD2	5	3	2	0
ENST00000320095.11	METRNL	2	0	1	0
ENST00000379205.4	C4orf46	1	1	0	0
ENST00000378711.2	C2orf91	0	0	0	0
ENST00000377724.7	DCAF10	16	6	3	0
ENST00000524087.5	NPIPB11	0	0	0	0
ENST00000297071.8	TRA2A	68	21	43	4
ENST00000299766.4	MC4R	0	0	0	0
ENST00000379211.7	CXorf58	0	0	0	0
ENST00000468812.5	PPIA	863	308	351	80
ENST00000326427.10	ITM2C	19	10	7	1
ENST00000324849.8	VPS37A	9	5	4	1
ENST00000320574.9	POLE	51	26	35	5
ENST00000405863.5	NXPH1	0	0	0	0
ENST00000259229.6	CCDC115	36	8	12	2
ENST00000216036.8	RSPH14	0	0	0	0
ENST00000504924.5	ARL15	15	5	10	1
ENST00000521072.6	PPIL6	0	0	0	0
ENST00000394963.8	SMARCD1	18	5	13	2
ENST00000265562.4	PTPN23	22	12	6	2
ENST00000622211.4	AP001781.3	8	6	8	0
ENST00000216214.7	FAM118A	8	4	4	0
ENST00000216024.6	DMC1	3	0	0	0
ENST00000272317.10	RPS27A	820	279	295	78
ENST00000355076.6	KCTD6	0	1	0	0
ENST00000608382.5	ZBTB25	0	0	1	0
ENST00000638313.1	MAPK10	0	0	0	0
ENST00000319098.6	PSAPL1	0	0	0	0
